	0	1	2	3	4	5	6	7	8	9	10	11	group	GENCODE	AnnoMore2	AnnoMore1	AnnoMore1_DeepPASS	pas_region	mapped_genes	PAS_name	gene_name	pas_subclassified	PAS_index_from5p	visual_name
4001	1	84086247	84086647	TXN2P1|100072	0	+	84086247	84086647	0	1	400,	0,	100072	False	True	True	True	3primeExtended	TXN2P1	TXN2P1-1	TXN2P1	3primeExtended	1	TXN2P1:1_3ds
4002	1	84086740	84087140	TXN2P1|100071	0	+	84086740	84087140	0	1	400,	0,	100071	False	False	True	True	3primeExtended	TXN2P1	TXN2P1-2	TXN2P1	3primeExtended	2	TXN2P1:2_3ds
4003	1	84089865	84090265	PRKACB|75489	0	+	84089865	84090265	0	1	400,	0,	75489	False	False	True	True	intron	PRKACB	PRKACB-2	PRKACB	intron	2	PRKACB:2_int
4004	1	84102015	84102415	PRKACB|75493	0	+	84102015	84102415	0	1	400,	0,	75493	False	False	True	True	intron	PRKACB	PRKACB-3	PRKACB	intron	3	PRKACB:3_int
4005	1	84121861	84122300	PRKACB|75497	0	+	84121861	84122300	0	1	439,	0,	75497	False	False	True	True	intron	PRKACB	PRKACB-4	PRKACB	intron	4	PRKACB:4_int
4006	1	84123136	84123561	PRKACB|75496	0	+	84123136	84123561	0	1	425,	0,	75496	False	False	True	True	intron	PRKACB	PRKACB-5	PRKACB	intron	5	PRKACB:5_int
4007	1	84132407	84132843	PRKACB|75494	0	+	84132407	84132843	0	1	436,	0,	75494	False	True	True	False	intron	PRKACB	PRKACB-6	PRKACB	intron	6	PRKACB:6_int
4008	1	84154034	84154441	PRKACB|75490	0	+	84154034	84154441	0	1	407,	0,	75490	False	False	True	True	intron	PRKACB	PRKACB-7	PRKACB	intron	7	PRKACB:7_int
4009	1	84154814	84155261	PRKACB|75486	0	+	84154814	84155261	0	1	447,	0,	75486	False	True	True	False	intron	PRKACB	PRKACB-8	PRKACB	intron	8	PRKACB:8_int
4010	1	84197781	84235271	PRKACB|75492	0	+	84197781	84235271	0	4	43,123,165,92,	0,4901,16371,37398,	75492	False	True	True	False	CDS	PRKACB	PRKACB-11	PRKACB	CDS	11	PRKACB:11_cds
4011	1	84205049	84205297	PRKACB|75495	0	+	84205049	84205297	0	1	248,	0,	75495	True	True	True	True	3UTR	PRKACB	PRKACB-9	PRKACB	Upstream_3UTR	9	PRKACB:9_3ut
4012	1	84215525	84215925	PRKACB|75487	0	+	84215525	84215925	0	1	400,	0,	75487	False	False	True	True	intron	PRKACB	PRKACB-10	PRKACB	intron	10	PRKACB:10_int
4013	1	84236714	84237178	PRKACB|75491	0	+	84236714	84237178	0	1	464,	0,	75491	False	True	True	True	3UTR	PRKACB	PRKACB-12	PRKACB	Distal_3UTR	12	PRKACB:12_3ut
4014	1	84237746	84238146	PRKACB|75499	0	+	84237746	84238146	0	1	400,	0,	75499	False	True	True	False	3UTR	PRKACB	PRKACB-13	PRKACB	Distal_3UTR	13	PRKACB:13_3ut
4015	1	84238104	84238498	PRKACB|75498	0	+	84238104	84238498	0	1	394,	0,	75498	True	True	True	True	3UTR	PRKACB	PRKACB-14	PRKACB	Distal_3UTR	14	PRKACB:14_3ut
4016	1	84308577	84308977	SAMD13|83147	0	+	84308577	84308977	0	1	400,	0,	83147	False	False	True	True	intron	SAMD13	SAMD13-1	SAMD13	intron	1	SAMD13:1_int
4017	1	84326886	84327286	SAMD13|83148	0	+	84326886	84327286	0	1	400,	0,	83148	False	True	True	True	intron	SAMD13	SAMD13-2	SAMD13	intron	2	SAMD13:2_int
4018	1	84350410	84350798	SAMD13|83146	0	+	84350410	84350798	0	1	388,	0,	83146	True	True	True	True	3UTR	SAMD13	SAMD13-3	SAMD13	Upstream_3UTR	3	SAMD13:3_3ut
4019	1	84363743	84369935	UOX|101240	0	-	84363743	84369935	0	3	273,91,32,	0,3906,6160,	101240	False	True	True	False	exon	UOX	UOX-2	UOX	exon	2	UOX:2_nce
4020	1	84364915	84365378	UOX|101239	0	-	84364915	84365378	0	1	463,	0,	101239	True	True	True	True	exon	UOX	UOX-1	UOX	exon	1	UOX:1_nce
4021	1	84371052	84371452	SAMD13|83149	0	+	84371052	84371452	0	1	400,	0,	83149	False	True	True	True	intron	SAMD13	SAMD13-4	SAMD13	intron	4	SAMD13:4_int
4022	1	84414764	84415018	DNASE2B|22241	0	+	84414764	84415018	0	1	254,	0,	22241	True	True	True	True	3UTR	DNASE2B	DNASE2B-1	DNASE2B	Distal_3UTR	1	DNASE2B:1_3ut
4023	1	84479259	84479502	RPF1|81813	0	+	84479259	84479502	0	1	243,	0,	81813	False	True	True	True	CDS	RPF1	RPF1-1	RPF1	CDS	1	RPF1:1_cds
4024	1	84480965	84495414	RPF1|81812	0	+	84480965	84495414	0	5	47,81,96,154,42,	0,1949,8667,9353,14407,	81812	False	True	True	False	CDS	RPF1	RPF1-3	RPF1	CDS	3	RPF1:3_cds
4025	1	84492874	84493285	RPF1|81814	0	+	84492874	84493285	0	1	411,	0,	81814	False	True	True	True	intron	RPF1	RPF1-2	RPF1	intron	2	RPF1:2_int
4026	1	84495974	84497722	RPF1|81811	0	+	84495974	84497722	0	3	89,127,294,	0,269,1454,	81811	False	True	True	True	3UTR	RPF1	RPF1-4	RPF1	Proximal_3UTR	4	RPF1:4_3ut
4027	1	84497915	84498352	RPF1|81815	0	+	84497915	84498352	0	1	437,	0,	81815	False	True	True	True	3UTR	RPF1	RPF1-5	RPF1	Distal_3UTR	5	RPF1:5_3ut
4028	1	84498325	84554356	ENSG00000285851|34274	0	-	84498325	84554356	0	4	223,145,14,10,	0,3500,7685,56021,	34274	True	True	True	True	3UTR	ENSG00000285851;GNG5	ENSG00000285851-5	ENSG00000285851	exon	6	ENSG00000285851:6_3ut
4029	1	84506382	84507001	SPATA1|90056	0	+	84506382	84507001	0	2	36,346,	0,273,	90056	False	True	True	True	exon	SPATA1	SPATA1-1	SPATA1	exon	1	SPATA1:1_nce
4030	1	84507608	84508008	SPATA1|90057	0	+	84507608	84508008	0	1	400,	0,	90057	False	False	True	True	intron	SPATA1	SPATA1-2	SPATA1	intron	2	SPATA1:2_int
4031	1	84518726	84519126	ENSG00000285851|34276	0	-	84518726	84519126	0	1	400,	0,	34276	False	True	True	False	intron	ENSG00000285851	ENSG00000285851-1	ENSG00000285851	intron	5	ENSG00000285851:5_int
4032	1	84520488	84520900	ENSG00000285851|34275	0	-	84520488	84520900	0	1	412,	0,	34275	False	True	True	False	intron	ENSG00000285851	ENSG00000285851-2	ENSG00000285851	intron	4	ENSG00000285851:4_int
4033	1	84526468	84526890	SPATA1|90058	0	+	84526468	84526890	0	1	422,	0,	90058	True	False	True	True	intron	SPATA1	SPATA1-3	SPATA1	intron	3	SPATA1:3_int
4034	1	84540342	84540765	ENSG00000285851|34277	0	-	84540342	84540765	0	1	423,	0,	34277	False	True	True	False	intron	ENSG00000285851	ENSG00000285851-3	ENSG00000285851	intron	3	ENSG00000285851:3_int
4035	1	84548735	84549171	ENSG00000285851|34278	0	-	84548735	84549171	0	1	436,	0,	34278	False	False	True	True	intron	ENSG00000285851	ENSG00000285851-4	ENSG00000285851	intron	2	ENSG00000285851:2_int
4036	1	84549611	84549997	CTBS|18735	0	-	84549611	84549997	0	1	386,	0,	18735	True	True	True	True	3UTR	CTBS	CTBS-1	CTBS	Distal_3UTR	9	CTBS:9_3ut
4037	1	84550285	84550685	CTBS|18736	0	-	84550285	84550685	0	1	400,	0,	18736	False	True	True	True	3UTR	CTBS	CTBS-2	CTBS	Distal_3UTR	8	CTBS:8_3ut
4038	1	84552164	84552564	CTBS|18742	0	-	84552164	84552564	0	1	400,	0,	18742	False	True	True	False	3UTR	CTBS	CTBS-3	CTBS	Distal_3UTR	7	CTBS:7_3ut
4039	1	84553066	84553545	CTBS|18739	0	-	84553066	84553545	0	1	479,	0,	18739	True	True	True	True	3UTR	CTBS	CTBS-4	CTBS	Proximal_3UTR	6	CTBS:6_3ut
4040	1	84553598	84554093	CTBS|18741	0	-	84553598	84554093	0	1	495,	0,	18741	False	True	True	True	3UTR	CTBS	CTBS-5	CTBS	Proximal_3UTR	5	CTBS:5_3ut
4041	1	84554538	84554758	CTBS|18744	0	-	84554538	84554758	0	1	220,	0,	18744	False	True	True	True	3UTR	CTBS	CTBS-6	CTBS	Proximal_3UTR	4	CTBS:4_3ut
4042	1	84554788	84563383	ENSG00000285851|18740	0	-	84554788	84563383	0	2	525,127,	0,8468,	18740	False	True	True	True	3UTR	CTBS;ENSG00000285851	ENSG00000285851-6	ENSG00000285851	exon	1	ENSG00000285851:1_3ut
4043	1	84561883	84562360	CTBS|18738	0	-	84561883	84562360	0	1	477,	0,	18738	False	True	True	True	intron	CTBS	CTBS-7	CTBS	intron	3	CTBS:3_int
4044	1	84562706	84563143	CTBS|18737	0	-	84562706	84563143	0	1	437,	0,	18737	False	True	True	False	intron	CTBS	CTBS-8	CTBS	intron	2	CTBS:2_int
4045	1	84563263	84570598	CTBS|18743	0	-	84563263	84570598	0	4	155,98,172,17,	0,471,2577,7318,	18743	False	True	True	True	3UTR	CTBS	CTBS-9	CTBS	Upstream_3UTR	1	CTBS:1_3ut
4046	1	84583165	84583601	ENSG00000284882|33870	0	+	84583165	84583601	0	1	436,	0,	33870	True	True	True	True	exon	ENSG00000284882	ENSG00000284882-1	ENSG00000284882	exon	1	ENSG00000284882:1_nce
4047	1	84643862	84644342	SSX2IP|91186	0	-	84643862	84644342	0	1	480,	0,	91186	True	True	True	True	3UTR	SSX2IP	SSX2IP-1	SSX2IP	Distal_3UTR	10	SSX2IP:10_3ut
4048	1	84644413	84644933	SSX2IP|91189	0	-	84644413	84644933	0	1	520,	0,	91189	False	True	True	False	3UTR	SSX2IP	SSX2IP-2	SSX2IP	Distal_3UTR	9	SSX2IP:9_3ut
4049	1	84644893	84645386	SSX2IP|91187	0	-	84644893	84645386	0	1	493,	0,	91187	False	True	True	False	3UTR	SSX2IP	SSX2IP-3	SSX2IP	Distal_3UTR	8	SSX2IP:8_3ut
4050	1	84645531	84645931	SSX2IP|91192	0	-	84645531	84645931	0	1	400,	0,	91192	False	False	True	True	3UTR	SSX2IP	SSX2IP-4	SSX2IP	Distal_3UTR	7	SSX2IP:7_3ut
4051	1	84645980	84646474	SSX2IP|91188	0	-	84645980	84646474	0	1	494,	0,	91188	False	True	True	True	3UTR	SSX2IP	SSX2IP-5	SSX2IP	Proximal_3UTR	6	SSX2IP:6_3ut
4052	1	84646706	84650401	SSX2IP|91190	0	-	84646706	84650401	0	2	901,40,	0,3655,	91190	False	True	True	True	3UTR	SSX2IP	SSX2IP-6	SSX2IP	Proximal_3UTR	5	SSX2IP:5_3ut
4053	1	84647530	84655506	SSX2IP|91194	0	-	84647530	84655506	0	4	77,166,115,42,	0,2831,4352,7934,	91194	False	True	True	False	3UTR	SSX2IP	SSX2IP-7	SSX2IP	Upstream_3UTR	4	SSX2IP:4_3ut
4054	1	84655318	84655946	SSX2IP|91193	0	-	84655318	84655946	0	2	270,115,	0,513,	91193	False	False	True	True	exon	SSX2IP	SSX2IP-8	SSX2IP	exon	3	SSX2IP:3_nce
4055	1	84655846	84658421	SSX2IP|91195	0	-	84655846	84658421	0	3	159,137,104,	0,501,2471,	91195	False	True	True	False	CDS	SSX2IP	SSX2IP-9	SSX2IP	CDS	2	SSX2IP:2_cds
4056	1	84662369	84670721	SSX2IP|91191	0	-	84662369	84670721	0	6	6,76,136,113,213,76,	0,85,2047,3750,7311,8276,	91191	False	True	True	False	CDS	SSX2IP	SSX2IP-10	SSX2IP	CDS	1	SSX2IP:1_cds
4057	1	84811602	84811994	LPAR3|56157	0	-	84811602	84811994	0	1	392,	0,	56157	True	True	True	True	3UTR	LPAR3	LPAR3-1	LPAR3	Distal_3UTR	2	LPAR3:2_3ut
4058	1	84813402	84813815	LPAR3|56158	0	-	84813402	84813815	0	1	413,	0,	56158	False	True	True	True	3UTR	LPAR3	LPAR3-2	LPAR3	Proximal_3UTR	1	LPAR3:1_3ut
4059	1	84925583	84925958	MCOLN2|59219	0	-	84925583	84925958	0	1	375,	0,	59219	True	True	True	True	3UTR	MCOLN2	MCOLN2-1	MCOLN2	Distal_3UTR	6	MCOLN2:6_3ut
4060	1	84926426	84926629	MCOLN2|59220	0	-	84926426	84926629	0	1	203,	0,	59220	False	True	True	True	3UTR	MCOLN2	MCOLN2-2	MCOLN2	Proximal_3UTR	5	MCOLN2:5_3ut
4061	1	84933762	84934184	MCOLN2|59221	0	-	84933762	84934184	0	1	422,	0,	59221	False	False	True	True	intron	MCOLN2	MCOLN2-3	MCOLN2	intron	4	MCOLN2:4_int
4062	1	84945562	84946109	MCOLN2|59222	0	-	84945562	84946109	0	1	547,	0,	59222	False	True	True	True	intron	MCOLN2	MCOLN2-4	MCOLN2	intron	3	MCOLN2:3_int
4063	1	84958039	84958500	MCOLN2|59218	0	-	84958039	84958500	0	1	461,	0,	59218	False	False	True	True	intron	MCOLN2	MCOLN2-5	MCOLN2	intron	2	MCOLN2:2_int
4064	1	84982989	84983389	MCOLN2|59223	0	-	84982989	84983389	0	1	400,	0,	59223	False	True	True	False	intron	MCOLN2	MCOLN2-6	MCOLN2	intron	1	MCOLN2:1_int
4065	1	85018082	85018490	MCOLN3|59224	0	-	85018082	85018490	0	1	408,	0,	59224	True	True	True	True	3UTR	MCOLN3	MCOLN3-1	MCOLN3	Distal_3UTR	2	MCOLN3:2_3ut
4066	1	85024541	85024939	MCOLN3|59225	0	-	85024541	85024939	0	1	398,	0,	59225	True	False	True	False	3UTR	MCOLN3	MCOLN3-2	MCOLN3	Upstream_3UTR	1	MCOLN3:1_3ut
4067	1	85025194	85025594	DNAI3|21939	0	+	85025194	85025594	0	1	400,	0,	21939	False	True	True	True	intron	DNAI3	DNAI3-1	DNAI3	intron	1	DNAI3:1_int
4068	1	85132905	85133138	DNAI3|21938	0	+	85132905	85133138	0	1	233,	0,	21938	True	True	True	True	3UTR	DNAI3	DNAI3-2	DNAI3	Distal_3UTR	2	DNAI3:2_3ut
4069	1	85152487	85152937	ENSG00000280099|33322	0	-	85152487	85152937	0	1	450,	0,	33322	True	True	True	True	exon	ENSG00000280099	ENSG00000280099-1	ENSG00000280099	exon	1	ENSG00000280099:1_nce
4070	1	85156889	85157293	SYDE2|92842	0	-	85156889	85157293	0	1	404,	0,	92842	True	True	True	True	3UTR	SYDE2	SYDE2-1	SYDE2	Distal_3UTR	4	SYDE2:4_3ut
4071	1	85157945	85158366	SYDE2|92843	0	-	85157945	85158366	0	1	421,	0,	92843	False	True	True	True	3UTR	SYDE2	SYDE2-2	SYDE2	Proximal_3UTR	3	SYDE2:3_3ut
4072	1	85160342	85161080	SYDE2|92844	0	-	85160342	85161080	0	1	738,	0,	92844	False	True	True	True	intron	SYDE2	SYDE2-3	SYDE2	intron	2	SYDE2:2_int
4073	1	85174236	85174733	SYDE2|92845	0	-	85174236	85174733	0	1	497,	0,	92845	False	True	True	True	intron	SYDE2	SYDE2-4	SYDE2	intron	1	SYDE2:1_int
4074	1	85249953	85250339	C1orf52|9916	0	-	85249953	85250339	0	1	386,	0,	9916	True	True	True	True	3UTR	C1orf52	C1orf52-1	C1orf52	Distal_3UTR	4	C1orf52:4_3ut
4075	1	85251402	85251802	C1orf52|9918	0	-	85251402	85251802	0	1	400,	0,	9918	False	True	True	False	3UTR	C1orf52	C1orf52-2	C1orf52	Proximal_3UTR	3	C1orf52:3_3ut
4076	1	85251935	85252592	C1orf52|9915	0	-	85251935	85252592	0	1	657,	0,	9915	True	True	True	True	3UTR	C1orf52	C1orf52-3	C1orf52	Proximal_3UTR	2	C1orf52:2_3ut
4077	1	85252936	85253336	C1orf52|9917	0	-	85252936	85253336	0	1	400,	0,	9917	False	False	True	True	intron	C1orf52	C1orf52-4	C1orf52	intron	1	C1orf52:1_int
4078	1	85265776	85266089	BCL10|8171	0	-	85265776	85266089	0	1	313,	0,	8171	True	True	True	True	3UTR	BCL10	BCL10-1	BCL10	Distal_3UTR	5	BCL10:5_3ut
4079	1	85266193	85266712	BCL10|8170	0	-	85266193	85266712	0	1	519,	0,	8170	True	True	True	True	3UTR	BCL10	BCL10-2	BCL10	Distal_3UTR	4	BCL10:4_3ut
4080	1	85267094	85267584	BCL10|8174	0	-	85267094	85267584	0	1	490,	0,	8174	False	True	True	True	3UTR	BCL10	BCL10-3	BCL10	Proximal_3UTR	3	BCL10:3_3ut
4081	1	85267525	85270628	BCL10|8173	0	-	85267525	85270628	0	2	457,11,	0,3092,	8173	False	True	True	True	3UTR	BCL10	BCL10-4	BCL10	Proximal_3UTR	2	BCL10:2_3ut
4082	1	85274367	85274848	BCL10|8172	0	-	85274367	85274848	0	1	481,	0,	8172	False	True	True	True	intron	BCL10	BCL10-5	BCL10	intron	1	BCL10:1_int
4083	1	85277776	85278176	ENSG00000223653|25670	0	+	85277776	85278176	0	1	400,	0,	25670	False	True	True	True	intron	ENSG00000223653	ENSG00000223653-1	ENSG00000223653	intron	1	ENSG00000223653:1_int
4084	1	85287224	85287624	ENSG00000223653|25671	0	+	85287224	85287624	0	1	400,	0,	25671	False	False	True	True	intron	ENSG00000223653	ENSG00000223653-2	ENSG00000223653	intron	2	ENSG00000223653:2_int
4085	1	85318481	85318898	DDAH1|20248	0	-	85318481	85318898	0	1	417,	0,	20248	True	True	True	True	3UTR	DDAH1	DDAH1-1	DDAH1	Distal_3UTR	11	DDAH1:11_3ut
4086	1	85320660	85321087	ENSG00000223653|25669	0	+	85320660	85321087	0	1	427,	0,	25669	False	True	True	False	intron	ENSG00000223653	ENSG00000223653-3	ENSG00000223653	intron	3	ENSG00000223653:3_int
4087	1	85363873	85364330	DDAH1|20249	0	-	85363873	85364330	0	1	457,	0,	20249	False	True	True	False	intron	DDAH1	DDAH1-2	DDAH1	intron	10	DDAH1:10_int
4088	1	85374681	85375081	DDAH1|20252	0	-	85374681	85375081	0	1	400,	0,	20252	False	False	True	True	intron	DDAH1	DDAH1-3	DDAH1	intron	9	DDAH1:9_int
4089	1	85401494	85401940	DDAH1|20250	0	-	85401494	85401940	0	1	446,	0,	20250	False	True	True	False	intron	DDAH1	DDAH1-4	DDAH1	intron	8	DDAH1:8_int
4090	1	85402131	85402566	DDAH1|20244	0	-	85402131	85402566	0	1	435,	0,	20244	False	True	True	True	intron	DDAH1	DDAH1-5	DDAH1	intron	7	DDAH1:7_int
4091	1	85419877	85420277	DDAH1|20243	0	-	85419877	85420277	0	1	400,	0,	20243	False	False	True	True	intron	DDAH1	DDAH1-6	DDAH1	intron	6	DDAH1:6_int
4092	1	85426510	85426940	ENSG00000223653|25668	0	+	85426510	85426940	0	1	430,	0,	25668	False	True	True	True	intron	ENSG00000223653	ENSG00000223653-4	ENSG00000223653	intron	4	ENSG00000223653:4_int
4093	1	85442002	85442437	DDAH1|20242	0	-	85442002	85442437	0	1	435,	0,	20242	False	False	True	True	intron	DDAH1	DDAH1-7	DDAH1	intron	5	DDAH1:5_int
4094	1	85464159	85464565	DDAH1|20245	0	-	85464159	85464565	0	1	406,	0,	20245	False	False	True	True	intron	DDAH1	DDAH1-8	DDAH1	intron	4	DDAH1:4_int
4095	1	85467295	85467644	ENSG00000273264|31962	0	+	85467295	85467644	0	1	349,	0,	31962	True	True	True	False	exon	ENSG00000273264	ENSG00000273264-1	ENSG00000273264	exon	1	ENSG00000273264:1_nce
4096	1	85467721	85468121	DDAH1|20246	0	-	85467721	85468121	0	1	400,	0,	20246	False	True	True	True	intron	DDAH1	DDAH1-9	DDAH1	intron	3	DDAH1:3_int
4097	1	85481579	85481979	DDAH1|20251	0	-	85481579	85481979	0	1	400,	0,	20251	False	True	True	False	intron	DDAH1	DDAH1-10	DDAH1	intron	2	DDAH1:2_int
4098	1	85482281	85496188	ENSG00000282057|33486	0	-	85482281	85496188	0	3	243,100,23,	0,6009,13884,	33486	True	True	True	True	exon	ENSG00000282057	ENSG00000282057-4	ENSG00000282057	exon	6	ENSG00000282057:6_nce
4099	1	85493417	85493788	ENSG00000282057|33484	0	-	85493417	85493788	0	1	371,	0,	33484	True	False	True	True	exon	ENSG00000282057	ENSG00000282057-1	ENSG00000282057	exon	5	ENSG00000282057:5_nce
4100	1	85494804	85495204	ENSG00000282057|33487	0	-	85494804	85495204	0	1	400,	0,	33487	True	False	True	True	exon	ENSG00000282057	ENSG00000282057-2	ENSG00000282057	exon	4	ENSG00000282057:4_nce
4101	1	85495114	85495646	ENSG00000282057|33485	0	-	85495114	85495646	0	1	532,	0,	33485	True	True	True	True	exon	ENSG00000282057	ENSG00000282057-3	ENSG00000282057	exon	3	ENSG00000282057:3_nce
4102	1	85519956	85520356	ENSG00000282057|33489	0	-	85519956	85520356	0	1	400,	0,	33489	False	False	True	True	intron	ENSG00000282057	ENSG00000282057-5	ENSG00000282057	intron	2	ENSG00000282057:2_int
4103	1	85534985	85535400	ENSG00000282057|33488	0	-	85534985	85535400	0	1	415,	0,	33488	False	False	True	True	intron	ENSG00000282057	ENSG00000282057-6	ENSG00000282057	intron	1	ENSG00000282057:1_int
4104	1	85554259	85554698	DDAH1|20247	0	-	85554259	85554698	0	1	439,	0,	20247	False	False	True	True	intron	DDAH1;ENSG00000282057	DDAH1-11	DDAH1	intron	1	DDAH1:1_int
4105	1	85583247	85583763	CCN1|12624	0	+	85583247	85583763	0	1	516,	0,	12624	True	True	True	True	3UTR	CCN1	CCN1-1	CCN1	Proximal_3UTR	1	CCN1:1_3ut
4106	1	85652677	85653246	ZNHIT6|108493	0	-	85652677	85653246	0	1	569,	0,	108493	True	True	True	True	3UTR	ZNHIT6	ZNHIT6-1	ZNHIT6	Proximal_3UTR	4	ZNHIT6:4_3ut
4107	1	85671450	85671902	ZNHIT6|108494	0	-	85671450	85671902	0	1	452,	0,	108494	False	False	True	True	intron	ZNHIT6	ZNHIT6-2	ZNHIT6	intron	3	ZNHIT6:3_int
4108	1	85686500	85686937	ZNHIT6|108495	0	-	85686500	85686937	0	1	437,	0,	108495	False	False	True	True	intron	ZNHIT6	ZNHIT6-3	ZNHIT6	intron	2	ZNHIT6:2_int
4109	1	85707726	85708262	ZNHIT6|108492	0	-	85707726	85708262	0	1	536,	0,	108492	False	True	True	False	CDS	ZNHIT6	ZNHIT6-4	ZNHIT6	CDS	1	ZNHIT6:1_cds
4110	1	85729233	85729644	COL24A1|17141	0	-	85729233	85729644	0	1	411,	0,	17141	True	True	True	True	3UTR	COL24A1	COL24A1-1	COL24A1	Distal_3UTR	7	COL24A1:7_3ut
4111	1	85889726	85890175	COL24A1|17137	0	-	85889726	85890175	0	1	449,	0,	17137	False	True	True	False	intron	COL24A1	COL24A1-2	COL24A1	intron	6	COL24A1:6_int
4112	1	86019551	86019951	COL24A1|17140	0	-	86019551	86019951	0	1	400,	0,	17140	False	False	True	True	intron	COL24A1	COL24A1-3	COL24A1	intron	5	COL24A1:5_int
4113	1	86029775	86030208	COL24A1|17139	0	-	86029775	86030208	0	1	433,	0,	17139	False	False	True	True	intron	COL24A1	COL24A1-4	COL24A1	intron	4	COL24A1:4_int
4114	1	86043502	86043902	COL24A1|17142	0	-	86043502	86043902	0	1	400,	0,	17142	False	False	True	True	intron	COL24A1	COL24A1-5	COL24A1	intron	3	COL24A1:3_int
4115	1	86112148	86112555	COL24A1|17138	0	-	86112148	86112555	0	1	407,	0,	17138	False	True	True	True	intron	COL24A1	COL24A1-6	COL24A1	intron	2	COL24A1:2_int
4116	1	86125900	86156427	COL24A1|17143	0	-	86125900	86156427	0	3	314,65,87,	0,20218,30440,	17143	False	True	True	False	CDS	COL24A1	COL24A1-7	COL24A1	CDS	1	COL24A1:1_cds
4117	1	86288704	86289094	LINC02795|55620	0	-	86288704	86289094	0	1	390,	0,	55620	True	True	True	True	exon	LINC02795	LINC02795-1	LINC02795	exon	1	LINC02795:1_nce
4118	1	86348058	86348648	ODF2L|67988	0	-	86348058	86348648	0	1	590,	0,	67988	True	True	True	True	3UTR	ODF2L	ODF2L-1	ODF2L	Proximal_3UTR	7	ODF2L:7_3ut
4119	1	86348673	86349444	ODF2L|67989	0	-	86348673	86349444	0	1	771,	0,	67989	True	True	True	True	3UTR	ODF2L	ODF2L-2	ODF2L	Proximal_3UTR	6	ODF2L:6_3ut
4120	1	86358793	86372491	ODF2L|67991	0	-	86358793	86372491	0	4	98,309,136,61,	0,1632,12224,13637,	67991	False	True	True	False	exon	ODF2L	ODF2L-4	ODF2L	exon	5	ODF2L:5_nce
4121	1	86362273	86362700	ODF2L|67990	0	-	86362273	86362700	0	1	427,	0,	67990	False	False	True	True	intron	ODF2L	ODF2L-3	ODF2L	intron	4	ODF2L:4_int
4122	1	86376368	86396233	ODF2L|67987	0	-	86376368	86396233	0	8	50,117,72,63,126,133,358,201,	0,5873,6562,6765,8307,9089,10360,19664,	67987	True	True	True	True	3UTR	ODF2L	ODF2L-7	ODF2L	Upstream_3UTR	3	ODF2L:3_3ut
4123	1	86385884	86386304	ODF2L|67992	0	-	86385884	86386304	0	1	420,	0,	67992	False	False	True	True	3UTR	ODF2L	ODF2L-5	ODF2L	Upstream_3UTR	2	ODF2L:2_3ut
4124	1	86386354	86386754	ODF2L|67993	0	-	86386354	86386754	0	1	400,	0,	67993	False	True	True	False	3UTR	ODF2L	ODF2L-6	ODF2L	Upstream_3UTR	1	ODF2L:1_3ut
4125	1	86456080	86456522	CLCA2|15829	0	+	86456080	86456522	0	1	442,	0,	15829	True	True	True	True	3UTR	CLCA2	CLCA2-1	CLCA2	Distal_3UTR	1	CLCA2:1_3ut
4126	1	86571181	86589394	ENSG00000236915|27148	0	-	86571181	86589394	0	3	227,75,37,	0,13787,18176,	27148	False	True	True	True	exon	ENSG00000236915	ENSG00000236915-1	ENSG00000236915	exon	2	ENSG00000236915:2_nce
4127	1	86574075	86574513	CLCA4|15831	0	+	86574075	86574513	0	1	438,	0,	15831	False	False	True	True	intron	CLCA4	CLCA4-1	CLCA4	intron	1	CLCA4:1_int
4128	1	86580368	86580754	CLCA4|15830	0	+	86580368	86580754	0	1	386,	0,	15830	True	True	True	False	3UTR	CLCA4	CLCA4-2	CLCA4	Distal_3UTR	2	CLCA4:2_3ut
4129	1	86687243	86687643	ENSG00000236915|27147	0	-	86687243	86687643	0	1	400,	0,	27147	False	False	True	True	intron	ENSG00000236915	ENSG00000236915-2	ENSG00000236915	intron	1	ENSG00000236915:1_int
4130	1	86703502	86703939	ENSG00000261737|30127	0	-	86703502	86703939	0	1	437,	0,	30127	True	True	True	True	exon	ENSG00000261737	ENSG00000261737-1	ENSG00000261737	exon	1	ENSG00000261737:1_nce
4131	1	86704645	86719522	SH3GLB1|85636	0	+	86704645	86719522	0	3	326,142,16,	0,11078,14861,	85636	False	True	True	False	CDS	SH3GLB1	SH3GLB1-2	SH3GLB1	CDS	2	SH3GLB1:2_cds
4132	1	86712332	86712805	SH3GLB1|85638	0	+	86712332	86712805	0	1	473,	0,	85638	False	False	True	True	intron	SH3GLB1	SH3GLB1-1	SH3GLB1	intron	1	SH3GLB1:1_int
4133	1	86727869	86728294	SH3GLB1|85639	0	+	86727869	86728294	0	1	425,	0,	85639	False	False	True	True	intron	SH3GLB1	SH3GLB1-3	SH3GLB1	intron	3	SH3GLB1:3_int
4134	1	86742213	86743634	SH3GLB1|85637	0	+	86742213	86743634	0	2	223,507,	0,914,	85637	True	True	True	True	3UTR	SH3GLB1	SH3GLB1-4	SH3GLB1	Proximal_3UTR	4	SH3GLB1:4_3ut
4135	1	86745512	86745994	SH3GLB1|85640	0	+	86745512	86745994	0	1	482,	0,	85640	False	True	True	True	3UTR	SH3GLB1	SH3GLB1-5	SH3GLB1	Distal_3UTR	5	SH3GLB1:5_3ut
